-12392.23656,1947.489402,100.0,1.0,-11950.010695,-1086.252746,100.0,1.0,-13317.535393,-2995.524422,100.0,1.0,-12032.165926,2513.305118,100.0,1.0,-12588.129359,5933.186535,100.0,1.0,-11742.275927,5858.282824,100.0,1.0,-12841.968859,1163.393037,100.0,1.0,-13626.4819,2719.626945,100.0,1.0,0.0,
-11697.823744,1157.899721,100.0,1.0,-12136.8376,859.946261,100.0,1.0,-12748.422813,-974.574396,100.0,1.0,-10433.855951,3162.960257,100.0,1.0,-12607.327736,5199.566503,100.0,1.0,-11470.91009,5679.877043,100.0,1.0,-12701.619624,759.58482,100.0,1.0,-12833.990997,3339.591741,100.0,1.0,0.0,
-12366.427297,1544.948201,100.0,1.0,-11148.555744,2600.587092,100.0,1.0,-12120.981958,-2246.146103,100.0,1.0,-8034.360642,4809.768697,100.0,1.0,-11753.459405,3956.296869,100.0,1.0,-11481.423997,3800.630001,100.0,1.0,-11884.828668,1166.639485,100.0,1.0,-11903.413969,3718.077585,100.0,1.0,0.0,
-11916.72803,711.501298,100.0,1.0,-11736.104762,2560.494764,100.0,1.0,-11820.603758,-1031.39942,100.0,1.0,-6061.563097,6463.907752,100.0,1.0,-11582.094532,3096.445011,100.0,1.0,-11764.785535,4152.111359,100.0,1.0,-9932.990354,701.591306,100.0,1.0,-11535.412953,3419.493129,100.0,1.0,0.0,
-10941.384623,896.164332,100.0,1.0,-12048.719315,2698.675485,100.0,1.0,-11772.26513,934.701253,100.0,1.0,-3791.939357,6748.405877,100.0,1.0,-11838.144061,2932.559452,100.0,1.0,-12389.602349,2629.47001,100.0,1.0,-10361.827466,270.615816,100.0,1.0,-11395.733707,3696.993135,100.0,1.0,0.0,
-11319.688246,1925.145259,100.0,1.0,-11527.412968,2844.363927,100.0,1.0,-11415.590738,1829.649408,100.0,1.0,-2415.643875,4629.017496,100.0,1.0,-11878.501618,1563.981448,100.0,1.0,-11379.00895,1086.05776,100.0,1.0,-9857.609761,315.487796,100.0,1.0,-9533.267136,3066.546377,100.0,1.0,0.0,
-12015.191515,2233.111601,100.0,1.0,-10041.618447,3189.459931,100.0,1.0,-10891.325822,2962.1661,100.0,1.0,-1128.348935,1932.033705,100.0,1.0,-10430.09666,119.058605,100.0,1.0,-9645.417219,253.251217,100.0,1.0,-9100.235409,716.159487,100.0,1.0,-8601.154266,2541.025221,100.0,1.0,0.0,
-11028.859954,798.34179,100.0,1.0,-11219.397964,2309.212004,100.0,1.0,-9581.36519,3081.66554,100.0,1.0,51.884716,-827.846814,100.0,1.0,-11222.489234,691.404411,100.0,1.0,-8196.358816,-845.739474,100.0,1.0,-8764.458634,627.928921,100.0,1.0,-6858.131686,2479.627053,100.0,1.0,0.0,
-11695.088423,430.140849,100.0,1.0,-11693.601784,2013.886907,100.0,1.0,-9270.156506,3007.375191,100.0,1.0,389.409084,-2609.351476,100.0,1.0,-12122.282124,950.567587,100.0,1.0,-7233.136104,-1402.08351,100.0,1.0,-7389.243622,-607.723683,100.0,1.0,-6084.986851,1335.964981,100.0,1.0,0.0,
-12329.160639,-495.89671,100.0,1.0,-11333.450947,3455.66692,100.0,1.0,-9073.94873,2953.727301,100.0,1.0,478.293895,-4459.015857,100.0,1.0,-10873.380693,334.5523,100.0,1.0,-6735.492839,-2353.575748,100.0,1.0,-5999.088096,-661.461773,100.0,1.0,-5536.731538,338.684805,100.0,1.0,0.0,
-12031.147763,315.874892,100.0,1.0,-11427.788579,3643.394752,100.0,1.0,-9090.795067,2775.682749,100.0,1.0,-1801.863805,-2832.927126,100.0,1.0,-10618.711223,600.66301,100.0,1.0,-5232.405071,-2425.656973,100.0,1.0,-7314.547212,-686.822337,100.0,1.0,-5434.527754,-220.936168,100.0,1.0,0.0,
-10488.352741,478.497015,100.0,1.0,-12001.05062,3637.339714,100.0,1.0,-7760.845289,1966.393683,100.0,1.0,-3962.003792,-975.511382,100.0,1.0,-11417.603407,1577.819637,100.0,1.0,-5421.184839,-1735.244209,100.0,1.0,-7127.473197,-818.05784,100.0,1.0,-5284.918387,846.933663,100.0,1.0,0.0,
-10945.245222,-2.741703,100.0,1.0,-11512.111544,3851.181475,100.0,1.0,-7077.484559,537.81745,100.0,1.0,-5846.715181,1359.964568,100.0,1.0,-10348.823315,139.860835,100.0,1.0,-5627.1191,-2525.08072,100.0,1.0,-6648.483737,-1133.302527,100.0,1.0,-5776.760109,753.260908,100.0,1.0,0.0,
-11997.56683,1642.264947,100.0,1.0,-11734.732732,2523.230339,100.0,1.0,-6921.232997,91.770896,100.0,1.0,-7673.633643,3623.327554,100.0,1.0,-9307.231898,645.193483,100.0,1.0,-6192.431405,-2411.535594,100.0,1.0,-6370.175172,-1111.778221,100.0,1.0,-4415.832164,2172.285754,100.0,1.0,0.0,
-12006.686231,1649.866057,100.0,1.0,-11782.600316,1937.585625,100.0,1.0,-6742.892143,366.244922,100.0,1.0,-8561.898745,6466.174023,100.0,1.0,-9289.974478,-1044.487384,100.0,1.0,-5770.799747,-2223.477738,100.0,1.0,-5383.726244,-239.910227,100.0,1.0,-3404.670548,2232.433091,100.0,1.0,0.0,
-12394.225752,1727.441896,100.0,1.0,-11753.379542,1689.700892,100.0,1.0,-5822.781022,1.552482,100.0,1.0,-7191.911212,6798.568988,100.0,1.0,-8943.161473,-2411.434221,100.0,1.0,-5896.486436,-1430.091034,100.0,1.0,-7587.768489,-429.05236,100.0,1.0,-4679.729826,1180.015696,100.0,1.0,0.0,
-12147.000385,2052.150735,100.0,1.0,-10148.936784,672.411071,100.0,1.0,-5856.651511,-166.488275,100.0,1.0,-4191.831539,6754.320014,100.0,1.0,-8826.117762,-2746.883663,100.0,1.0,-5493.456551,-1737.053384,100.0,1.0,-7428.157933,-410.401135,100.0,1.0,-4606.064509,1996.707017,100.0,1.0,0.0,
-11665.865005,1328.56962,100.0,1.0,-10028.793312,517.938667,100.0,1.0,-4885.828931,-886.235307,100.0,1.0,-3613.957142,6474.430112,60.0,1.0,-9101.946903,-1311.629311,100.0,1.0,-5901.073205,-837.801528,100.0,1.0,-8035.552173,-2200.291964,100.0,1.0,-4198.249719,4480.96079,100.0,1.0,0.0,
